DiaChi,Quan,TinhTrangBDS,DienTich,Phongngu,PhongTam,Loai,GiayTo,TinhTrangNoiThat,Gia,USD,log_price
"Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",7,2,64.1,2.0,2.0,1,2,3,3529000000.0,147042.0,11.898473539238037
"Đường Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh",8,2,115.0,2.0,2.0,1,1,1,3350000000.0,139583.0,11.846414685390751
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,63.0,2.0,2.0,1,1,2,1640000000.0,68333.0,11.132148091391755
"Đường Tô Ngọc Vân, Phường Tam Bình, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,93.0,3.0,2.0,1,1,2,1700000000.0,70833.0,11.168080272785073
"15A2, 15A2 Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",18,1,75.0,2.0,2.0,1,1,3,10000000.0,417.0,6.0330862217988015
"Đường Dương Thị Giang, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",12,2,69.0,2.0,2.0,1,3,1,1520000000.0,63333.0,11.056161799302767
"đường Lê Văn Lương, xã Nhơn Đức, huyện Nhà Bè, Tp.HCM, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh",18,2,63.0,2.0,2.0,1,2,1,2100000000.0,87500.0,11.379394072345706
"đường Lê Văn Lương, xã Nhơn Đức, huyện Nhà Bè, Tp.HCM, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh",18,2,46.0,1.0,1.0,1,1,3,1400000000.0,58333.0,10.9739232499355
"đường Lê Văn Lương, xã Nhơn Đức, huyện Nhà Bè, Tp.HCM, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh",18,2,56.0,2.0,2.0,1,2,2,1800000000.0,75000.0,11.225243392518449
"Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7,1,97.6,3.0,2.0,1,1,3,4900000000.0,204167.0,12.226693565384638
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",18,1,61.0,2.0,2.0,1,2,2,1090000000.0,45417.0,10.72364176327999
"Đường Phan Văn Trị, Phường 2, Quận 5, Tp Hồ Chí Minh",5,1,160.0,2.0,2.0,1,1,2,12400000000.0,516667.0,13.1551538453884
"628A Xa Lộ Hà Nội, phường An Phú, quận 2, Tp.HCM, Phường An Phú, Quận 2, Tp Hồ Chí Minh",2,2,50.0,1.0,1.0,1,2,3,4900000000.0,204167.0,12.226693565384638
"Số 01, Số 01 Đường Số 104, Phường Bình Trưng Tây, Quận 2, Tp Hồ Chí Minh",2,1,110.0,3.0,2.0,1,3,1,7300000000.0,304167.0,12.625332171660483
"765 đường Hồng Bàng, Phường 6, Quận 6, Hồ Chí Minh, Phường 6, Quận 6, Tp Hồ Chí Minh",6,2,70.0,2.0,2.0,1,1,3,2200000000.0,91667.0,11.425917724337625
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",18,1,106.0,3.0,2.0,1,2,2,2350000000.0,97917.0,11.49187546002192
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",7,1,70.0,2.0,2.0,1,2,2,2600000000.0,108333.0,11.592965095715954
"5, Mạc Thiện Tích, Phường 12, Quận 5, Tp Hồ Chí Minh",5,1,72.0,2.0,1.0,1,1,1,1900000000.0,79167.0,11.279314824306176
"Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",7,1,60.0,2.0,1.0,1,2,1,1750000000.0,72917.0,11.197077086969871
"685, Đường Âu Cơ, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",19,1,78.0,2.0,2.0,1,2,2,2700000000.0,112500.0,11.630708500626612
"Hà Huy Giáp, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh",20,2,50.0,1.0,1.0,6,1,3,1900000000.0,79167.0,11.279314824306176
"Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh",6,1,83.0,2.0,2.0,1,1,3,2950000000.0,122917.0,11.719264609828787
"số 88, số 88 Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",19,1,83.6,3.0,2.0,1,2,3,3800000000.0,158333.0,11.972455689083295
"Đường Cây Keo, Phường Tam Phú, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,60.45,2.0,2.0,1,2,1,1690000000.0,70417.0,11.162189990267915
"Đường Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7,1,70.12,2.0,2.0,1,1,3,2850000000.0,118750.0,11.684775721896887
"Đường Kinh Dương Vương, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",13,1,56.0,2.0,1.0,1,2,1,1600000000.0,66667.0,11.107465356849564
"130-132, 130-132 Đường Hồng Hà, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh",21,1,85.0,3.0,2.0,1,2,3,5750000000.0,239583.0,12.386655191120273
"422, Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",7,2,85.0,2.0,2.0,1,3,3,4500000000.0,187500.0,12.141534124392605
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,2,66.0,2.0,2.0,1,2,3,1100000000.0,45833.0,10.732759634666934
"Đường Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh",2,1,89.0,3.0,2.0,1,2,2,4100000000.0,170833.0,12.048441750105177
"765 đường Hồng Bàng, Phường 6, Quận 6, Hồ Chí Minh, Phường 6, Quận 6, Tp Hồ Chí Minh",6,2,70.0,2.0,2.0,1,3,3,4500000000.0,187500.0,12.141534124392605
"031, Đường Bế Văn Đàn, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh",17,1,68.0,3.0,2.0,1,1,1,4800000000.0,200000.0,12.206072645530174
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",18,1,70.0,2.0,2.0,1,2,3,3500000000.0,145833.0,11.8902174103948
"Đường Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",16,1,40.0,1.0,1.0,1,2,2,1020000000.0,42500.0,10.657259354912508
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",18,1,70.0,2.0,2.0,1,3,2,2900000000.0,120833.0,11.702164705984265
"Nội khu dự án Vinhomes Grand Park- đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, TP HCM., Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,2,67.8,2.0,2.0,1,3,3,3484000000.0,145167.0,11.8856400828152
"Đường 15B, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",7,1,68.0,2.0,2.0,1,1,1,1950000000.0,81250.0,11.305286100191983
"628A Xa Lộ Hà Nội, phường An Phú, quận 2, Tp.HCM, Phường An Phú, Quận 2, Tp Hồ Chí Minh",2,2,50.0,1.0,1.0,1,2,3,4900000000.0,204167.0,12.226693565384638
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,68.0,2.0,2.0,1,2,1,1600000000.0,66667.0,11.107465356849564
"Đường Bến Bình Đông, Phường 14, Quận 8, Tp Hồ Chí Minh",8,2,54.0,2.0,1.0,1,1,1,2450000000.0,102083.0,11.53354148686151
"Đường Lê Đức Thọ, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh",20,1,62.0,2.0,2.0,1,1,3,2500000000.0,104167.0,11.553750659485363
"Đường Phan Văn Hớn, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh",22,1,36.0,1.0,1.0,1,1,3,270000000.0,11250.0,9.328123407632566
"Đường Cây Keo||8163, Phường Tam Phú, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,71.0,2.0,1.0,1,1,2,1750000000.0,72917.0,11.197077086969871
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",7,1,106.0,2.0,2.0,1,1,2,4600000000.0,191667.0,12.1635147702403
"đường Dương Quảng Hàm, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh",20,1,75.0,3.0,2.0,1,2,2,2700000000.0,112500.0,11.630708500626612
"Đường Phan Văn Hớn, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh",22,1,42.0,2.0,1.0,1,1,3,280000000.0,11667.0,9.364519622823858
"Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",1,2,30.0,1.0,1.0,4,1,2,1500000000.0,62500.0,11.042921835724492
"Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Tp Hồ Chí Minh",2,1,70.0,2.0,2.0,1,1,2,1880000000.0,78333.0,11.268724249129985
"Đường Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7,1,74.0,3.0,2.0,1,1,2,2850000000.0,118750.0,11.684775721896887
"13E, 13E Đường Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",16,1,56.0,2.0,2.0,1,1,1,1285000000.0,53542.0,10.888221671625066
"Đường Trung Mỹ Tây 2A, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh",12,1,80.0,3.0,2.0,1,2,1,1850000000.0,77083.0,11.252638042372888
"111, Đường Số 1, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,51.85,2.0,1.0,1,2,1,1350000000.0,56250.0,10.937561320066669
"Đường Cây Keo, Phường Tam Phú, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,60.45,2.0,2.0,1,2,1,1690000000.0,70417.0,11.162189990267915
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,68.0,2.0,2.0,1,2,1,1600000000.0,66667.0,11.107465356849564
"Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh",6,1,83.0,2.0,2.0,1,1,3,2950000000.0,122917.0,11.719264609828787
"Đường Bế Văn Cấm, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh",7,1,36.0,1.0,1.0,4,2,3,1680000000.0,70000.0,11.156250521031495
"Đường Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",13,2,35.0,1.0,1.0,1,2,3,800000000.0,33333.0,10.41430317625212
"Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7,1,89.0,3.0,2.0,1,1,2,3000000000.0,125000.0,11.736069016284436
"214, Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",1,2,35.0,1.0,1.0,4,1,3,1500000000.0,62500.0,11.042921835724492
"370, 370 Đường Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",7,1,74.0,2.0,2.0,1,1,2,2500000000.0,104167.0,11.553750659485363
"Đường Thanh Niên, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh",22,1,40.0,1.0,1.0,6,1,2,150000000.0,6250.0,8.740336742730447
"đường Tân Chánh Hiệp 21, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",12,1,69.0,2.0,1.0,1,1,1,1690000000.0,70417.0,11.162189990267915
"Đường CC2, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",19,1,57.6,2.0,1.0,1,1,2,1750000000.0,72917.0,11.197077086969871
"104, 104 Đường Phổ Quang, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",17,1,60.0,2.0,2.0,1,1,1,1320000000.0,55000.0,10.915088464214609
"Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh",6,1,83.0,2.0,2.0,1,1,3,2950000000.0,122917.0,11.719264609828787
"Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",7,1,68.0,2.0,2.0,1,1,1,2900000000.0,120833.0,11.702164705984265
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,67.0,2.0,2.0,1,1,1,2400000000.0,100000.0,11.512925464970229
"Đường Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh",8,1,72.0,2.0,2.0,1,2,1,1850000000.0,77083.0,11.252638042372888
"Đường Đồng Văn Cống, Phường Thạnh Mỹ Lợi, Quận 2, Tp Hồ Chí Minh",2,1,103.0,2.0,2.0,3,2,1,5700000000.0,237500.0,12.377922902456833
"Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh",8,1,64.0,2.0,2.0,1,2,1,2220000000.0,92500.0,11.434963923500517
"Số 99, Số 99 Đường Nguyễn Thị Thập, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7,2,65.0,2.0,2.0,1,2,1,3255000000.0,135625.0,11.81764900327686
"27, Số 27 Đường Trường Chinh, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",12,2,77.5,2.0,2.0,1,2,1,1770000000.0,73750.0,11.208436274202066
"Lô S10-2, Lô S10-2 Khu A - Đô thị Phú Mỹ Hưng, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",7,1,98.0,3.0,2.0,1,1,3,5500000000.0,229167.0,12.34220627439915
"Đường Đồng Văn Cống, Phường Cát Lái, Quận 2, Tp Hồ Chí Minh",2,2,70.0,2.0,2.0,1,2,4,60000000.0,2500.0,7.824046010856292
"108, Đường Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",17,1,70.0,1.0,1.0,1,2,3,4000000000.0,166667.0,12.02375308873422
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",18,1,61.0,2.0,2.0,1,2,2,1090000000.0,45417.0,10.72364176327999
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,68.0,2.0,2.0,1,2,1,1600000000.0,66667.0,11.107465356849564
"Đường Phú Thuận, Phường Tân Phú, Quận 7, Tp.HCM, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",7,1,73.6,2.0,2.0,1,2,3,3850000000.0,160417.0,11.98553195383594
"Đường Phú Mỹ Hưng, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7,1,194.0,3.0,3.0,5,1,3,7000000000.0,291667.0,12.583368019528132
"47, 47 Đường Lương Minh Nguyệt, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh",19,2,73.0,2.0,2.0,1,3,1,2300000000.0,95833.0,11.470362372284514
"đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",9,1,69.0,2.0,2.0,1,2,1,2070000000.0,86250.0,11.365005334893606
"Đường Số 7, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",13,1,62.0,2.0,1.0,1,1,3,2600000000.0,108333.0,11.592965095715954
"Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Tp Hồ Chí Minh",2,1,68.0,2.0,2.0,4,1,2,3520000000.0,146667.0,11.895919989951024
"Nội khu dự án Vinhomes Grand Park- đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, TP HCM., Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,2,81.0,3.0,2.0,1,3,2,3774400000.0,157267.0,11.965700276827535
"56, 56 Đường Bến Vân Đồn, Phường 12, Quận 4, Tp Hồ Chí Minh",4,1,112.0,3.0,2.0,1,1,3,6700000000.0,279167.0,12.539565448042389
"Đường 138, Phường Tân Phú, Quận 9, Tp Hồ Chí Minh",9,2,69.31,3.0,2.0,1,2,4,1770000000.0,73750.0,11.208436274202066
"Đường Nguyễn Văn Nghi, Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",20,2,51.0,1.0,1.0,1,2,1,968000000.0,40333.0,10.604925271413808
"119, 119 Đường Phổ Quang, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh",21,1,85.0,3.0,2.0,1,3,1,4900000000.0,204167.0,12.226693565384638
"628A Xa Lộ Hà Nội, phường An Phú, quận 2, Tp.HCM, Phường An Phú, Quận 2, Tp Hồ Chí Minh",2,2,50.0,1.0,1.0,1,2,3,4900000000.0,204167.0,12.226693565384638
"Đường Thống Nhất, Phường Linh Trung, Quận Thủ Đức, Tp Hồ Chí Minh",14,2,52.0,1.0,1.0,1,2,3,1650000000.0,68750.0,11.138232015528818
"30, 30 Đường 3, Phường Trường Thọ, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,68.0,2.0,2.0,1,2,2,2460000000.0,102500.0,11.5376180775606
"Đường Xa lộ Hà Nội, Phường Hiệp Phú, Quận 9, Tp Hồ Chí Minh",9,1,56.0,2.0,1.0,1,1,1,1920000000.0,80000.0,11.289781913656018
"9A Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",12,2,57.0,2.0,1.0,1,3,1,1700000000.0,70833.0,11.168080272785073
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,68.0,2.0,2.0,1,2,1,1050000000.0,43750.0,10.68624689178576
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",18,1,61.0,2.0,2.0,1,2,2,1090000000.0,45417.0,10.72364176327999
"Hạu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh",6,1,97.0,2.0,2.0,1,1,1,3550000000.0,147917.0,11.90440658462224
"Đường Lê Đức Thọ, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh",20,1,62.0,2.0,2.0,1,1,3,2500000000.0,104167.0,11.553750659485363
"Đường Phan Văn Trị, Phường 2, Quận 5, Tp Hồ Chí Minh",5,1,160.0,2.0,2.0,1,1,2,12400000000.0,516667.0,13.1551538453884
"Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7,1,97.6,3.0,2.0,1,1,3,4900000000.0,204167.0,12.226693565384638
"Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh",9,1,67.58,2.0,2.0,1,1,2,2450000000.0,102083.0,11.53354148686151
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",7,1,38.0,1.0,1.0,4,2,2,1660000000.0,69167.0,11.144279149250275
"359, 359 Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",20,1,51.3,2.0,1.0,1,2,2,1650000000.0,68750.0,11.138232015528818
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",7,1,38.0,1.0,1.0,4,2,2,1660000000.0,69167.0,11.144279149250275
"Khu Dân Cư An Sương, Phường Tân Hưng Thuận, Quận 12, Tp Hồ Chí Minh",12,1,78.0,2.0,2.0,1,2,3,2200000000.0,91667.0,11.425917724337625
"Số 99, Số 99 Đường Nguyễn Thị Thập, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7,2,65.0,2.0,1.0,1,2,2,3700000000.0,154167.0,11.945791709426333
"Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh",8,1,68.0,2.0,2.0,1,2,1,2450000000.0,102083.0,11.53354148686151
"9A Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",12,2,47.0,1.0,1.0,1,3,1,1900000000.0,79167.0,11.279314824306176
"số 88, số 88 Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",19,2,85.0,2.0,2.0,1,3,1,4200000000.0,175000.0,12.072541252905651
"Đường Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh",2,1,90.0,3.0,2.0,1,2,2,3880000000.0,161667.0,11.993293943105057
"Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh",6,1,83.0,2.0,2.0,1,1,3,2950000000.0,122917.0,11.719264609828787
"Đường Cây Keo, Phường Tam Phú, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,60.45,2.0,2.0,1,2,1,1690000000.0,70417.0,11.162189990267915
"119, 119 Đường Phổ Quang, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh",21,1,85.0,3.0,2.0,1,3,1,4900000000.0,204167.0,12.226693565384638
"Số 8, Số 8 Đường Gò Dưa, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,59.0,2.0,2.0,1,1,3,1750000000.0,72917.0,11.197077086969871
"Đường Phan Văn Hớn, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh",22,1,42.0,2.0,1.0,1,1,3,270000000.0,11250.0,9.328123407632566
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,46.0,1.0,1.0,1,2,1,1890000000.0,78750.0,11.27403355668788
"đường Lê Văn Lương, xã Nhơn Đức, huyện Nhà Bè, Tp.HCM, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh",18,2,46.0,2.0,2.0,1,1,3,1000000000.0,41667.0,10.637464727584328
"765 đường Hồng Bàng, Phường 6, Quận 6, Hồ Chí Minh, Phường 6, Quận 6, Tp Hồ Chí Minh",6,2,65.0,2.0,2.0,1,1,2,50000000.0,2083.0,7.641564441260972
"Đường Đông Hưng Thuận, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",12,1,57.0,2.0,1.0,1,1,3,1600000000.0,66667.0,11.107465356849564
"Đường Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",19,1,87.0,3.0,2.0,1,1,2,2330000000.0,97083.0,11.483321561711648
"334, 334 Đường Tô Hiến Thành, Phường 14, Quận 10, Tp Hồ Chí Minh",10,1,72.0,2.0,2.0,1,2,3,5600000000.0,233333.0,12.360221896784983
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,68.0,2.0,2.0,1,2,1,1600000000.0,66667.0,11.107465356849564
"Đường Bến Bình Đông, Phường 14, Quận 8, Tp Hồ Chí Minh",8,2,54.0,2.0,1.0,1,1,1,2450000000.0,102083.0,11.53354148686151
"số 88, số 88 Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",19,1,83.6,3.0,2.0,1,2,3,3800000000.0,158333.0,11.972455689083295
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,63.0,2.0,2.0,1,2,1,1600000000.0,66667.0,11.107465356849564
"Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh",9,1,52.0,2.0,1.0,1,1,2,1620000000.0,67500.0,11.119882876860622
"Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",9,1,50.0,1.0,1.0,1,2,1,1990000000.0,82917.0,11.325595386445151
"Đường Xa lộ Đại Hàn, Phường Tam Bình, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,50.0,2.0,2.0,1,1,3,1420000000.0,59167.0,10.988119233016445
"Đường Đông Hưng Thuận, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",12,1,73.0,2.0,1.0,1,1,1,1860000000.0,77500.0,11.258033215341438
"Đường Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7,1,400.0,4.0,4.0,5,1,1,8500000000.0,354167.0,12.777523832288628
"Đường Đồng Văn Cống, Phường Thạnh Mỹ Lợi, Quận 2, Tp Hồ Chí Minh",2,1,85.0,2.0,2.0,1,3,1,4300000000.0,179167.0,12.09607361077923
"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",13,2,75.0,3.0,2.0,1,3,3,3000000000.0,125000.0,11.736069016284436
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,81.0,3.0,2.0,1,1,1,3000000000.0,125000.0,11.736069016284436
"Đường Xa Lộ Hà Nội, Phường Bình Thọ, Quận Thủ Đức, Tp Hồ Chí Minh",14,2,56.0,2.0,1.0,1,1,3,200000000.0,8333.0,9.027978814382209
"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",13,1,64.0,2.0,2.0,1,1,1,1720000000.0,71667.0,11.179785669593665
"108, Đường Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",17,1,70.0,1.0,1.0,1,2,3,4000000000.0,166667.0,12.02375308873422
"Đường Phú Thuận, Phường Tân Phú, Quận 7, Tp.HCM, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",7,1,73.6,2.0,2.0,1,2,3,3850000000.0,160417.0,11.98553195383594
"Đường Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",7,1,106.0,3.0,2.0,1,1,3,5000000000.0,208333.0,12.246893040049148
"Đường Lê Văn Chí, Phường Linh Trung, Quận Thủ Đức, Tp Hồ Chí Minh",14,2,56.0,1.0,1.0,1,3,3,1680000000.0,70000.0,11.156250521031495
"Đường Phạm Văn Đồng, Phường Linh Xuân, Quận Thủ Đức, Tp Hồ Chí Minh",14,2,56.0,1.0,1.0,1,1,3,200000000.0,8333.0,9.027978814382209
"750, Đường Nguyễn Kiệm, Phường 4, Quận Phú Nhuận, Tp Hồ Chí Minh",21,1,63.0,2.0,1.0,1,1,2,2599999000.0,108333.0,11.592965095715954
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",7,1,100.0,2.0,2.0,1,1,3,4050000000.0,168750.0,12.036173608734776
"208, 208 Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",15,1,48.0,1.0,1.0,1,2,3,2800000000.0,116667.0,11.667079001936262
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",18,1,90.0,3.0,2.0,1,1,2,4000000000.0,166667.0,12.02375308873422
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,59.0,2.0,1.0,1,1,1,1998000000.0,83250.0,11.32960340784269
"Đường Phạm Hữu Lầu, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh",18,2,50.0,2.0,2.0,1,1,3,499000000.0,20792.0,9.942323576321328
"Đường Phú Mỹ Hưng, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7,1,194.0,3.0,3.0,5,1,3,7000000000.0,291667.0,12.583368019528132
